,name,url,loca,entre,info
595,Internet Media Services (IMS),https://www.imscorporate.com/,Endeavor Argentina ,"          Gaston Taratuta ,           Ignacio Vidaguren ","IMS is a media and marketing company that partners with fast-moving businesses seeking to expand into Latin America or grow within the region.
"
596,Intizen,https://intizen.com.ar/,Endeavor Argentina ,"          Ines Berton ,           Guillermo Casarotti  ","Intizen provides unique tea blends with a Latin touch.
"
597,Inveko.green,http://inveko.green/,Endeavor Morocco ,"          Aziz Slassi ,           Youssef Chaqor ","Inveko collects used cooking oil (UCO) from restaurants and hotels, which it filters, treats, and resells to biodiesel manufacturers – eliminating waste, reducing CO2 emissions and generating clean energy.
"
598,Investree,https://www.investree.id/,Endeavor Indonesia ,          Adrian Gunadi  ,"Investree is Indonesia’s leading B2B marketplace lending platform for SMEs, providing them with access to working capital solutions from retail and institutional lenders.
"
599,InvGate,https://invgate.com/,Endeavor Argentina ,          Ariel Martin Gesto ,"InvGate provides enterprises with IT support to improve efficiency and customer experience.
"
600,Involves,http://www.involves.com.br/,Endeavor Brazil ,"          Guilherme Coan Hobold ,           Pedro Galoppini ,           Gabriel Nunes Menezes ,           Leonardo Coelho ,           André Krummenauer ","Involves is a Brazilian SaaS company that improves field team productivity and retail execution for CPG brands. 
"
601,IPS,https://ips-group.net/,Endeavor Bulgaria ,          Alexander Rangelov ,"International Power Supply (IPS) specializes in the R&D and precision manufacturing of power electronics and energy conversion technologies, including the world’s first modular off-grid system, Exeron.
"
602,IrisGuard,http://www.irisguard.com,Endeavor Jordan ,          Imad Malhas ,"IrisGuard is a payment processing platform that allows millions of unbanked beneficiaries to receive cash and non-food items using only their iris, ensuring full proof of delivery for donors and protection of entitlement for beneficiaries. 
"
603,Ironhack,https://www.ironhack.com/en,Endeavor Spain ,"          Ariel Quinones ,           Gonzalo Manrique ","Ironhack is an international tech and design school that believes the best way to learn how to do something, is by actually doing it.
"
604,IsoMetrix,http://www.isometrix.com/,Endeavor South Africa ,"          Paul Marketos ,           Dennis Marketos ","IsoMetrix develops integrated risk and compliance management software solutions for EHS, GRC and sustainability experts.
"
605,IST Networks,http://www.istnetworks.com/,Endeavor Egypt ,          Mohamed Fahmy   ,"IST’s omnichannel contact center solutions integrate clients’ back-office systems with all major modern communication channels (phone, email, mobile, video, and social media).
"
606,iVisa,https://www.ivisa.com/,Endeavor Peru ,"          David Perez ,           Sergio Merino ","iVisa is a third-party visa processor that simplifies the process of applying for a visa, saving foreign travelers time and frustration.
"
607,iyzico,https://www.iyzico.com/,Endeavor Turkey ,          Barbaros Özbugutu  ,"Iyzico is a Turkish fintech company which focuses on payment systems. Iyzico was acquired by fintech giant PayU in 2019.
"
608,Jamalon,http://www.jamalon.com,Endeavor Jordan ,          Ala' Alsallal ,"Jamalon an online Arabic book retailer and web-based electronic publishing house, offering more than 12 million Arabic and English titles.
"
609,Jampp,https://www.jampp.com/,Endeavor Argentina ,"          Diego Meller  ,           Martin Anazco ","Jampp helps mobile app-driven companies drive large volumes of high-quality mobile users to their apps in a simple and cost-effective way. Jampp was acquired in 2021.
"
610,Javara,http://www.javara.co.id,Endeavor Indonesia ,                    Helianti Hilman                    ,"Javara brings the best heritage food biodiversity products that are regionally specific from across Indonesia to the global market.
"
611,Jeff,https://mrjeffapp.net/es,Endeavor Spain ,          Eloi Gomez ,"Jeff provides a “business in a box” solution to entrepreneurs, creating the first omnichannel ecosystem of services for day-to-day needs such as laundry, beauty salons, gyms, and massage centers.
"
612,Jobedu,http://www.jo-bedu.com,Endeavor Jordan ,          Tamer AlMasri ,"Jobedu creates high-quality, affordable “Arabized” products featuring beloved international characters, movies, TV shows, sports teams, and more.
"
613,Jobsity,https://www.jobsity.com,Endeavor Ecuador ,"          Mauricio Lopez ,                     Andres Garzon                    ,           Santiago Castro ","Jobsity scouts and trains software developers in South America to serve US clients remotely. 
"
614,Juris Technologies,https://www.juristech.net/juristech/,Endeavor Malaysia ,"          John Lim ,           Naaman Lee ,           Wai Hun See ","Juris Technologies is an IT solutions company that provides financial management software (loan/financing origination, credit scoring, behavioral scoring, collection and recovery) and CRM solutions.
"
615,Justlife,https://www.justlife.com/,Endeavor UAE ,"          Kerem Kuyucu  ,           Ali Cagatay Ozcan ","Justlife (previously Justmop) is an on-demand managed marketplace that enables customers to find, book, pay for, and rate cleaning service providers in a hassle-free manner through their mobile phones.
"
616,Kalibrr,https://www.kalibrr.com/,Endeavor Philippines ,          Paul Rivera ,"Kalibrr is a talent hiring platform intended to revolutionize the way candidates find careers and companies hire talent.
"
617,Kantox,http://kantox.com/es,Endeavor Spain ,          Philippe Gelis  ,"Kantox is a fintech company that offers foreign currency exchange and international payment solutions for corporate clients. 
"
618,Kata.ai,https://kata.ai/,Endeavor Indonesia ,          Irzan Raditya  ,"Kata.ai provides an intelligent chatbot that speaks and understands Indonesian languages to improve customer engagement.
"
619,Katalon,https://www.katalon.com/,Endeavor Vietnam ,"          Vu Lam ,           Uy Tran ","Katalon offers an efficient software testing solution that automates the process of testing new products across platforms (Mobile, Web, Tablets) and browsers (Chrome, Safari, Microsoft Edge, etc).
"
620,Keelvar,https://www.keelvar.com/,Endeavor Ireland ,          Alan Holland ,"Keelvar provides large enterprises with advanced sourcing optimization software that uses AI to automate tactical buying and procurement processes fully. Keelvar allows its customers to map an array of procurement bid information from suppliers and then analyze different scenarios based on specific criteria and constraints.
"
621,Keepcon,https://keepcon.com/en/,Endeavor Argentina ,          Matias Rozenfarb  ,"Keepcon researches and develops artificial intelligence for semantic analysis and processing, enabling them to classify natural languages -either formally or informally written– in real time.
"
622,Kennemer Foods,http://kennemerfoods.com/,Endeavor Philippines ,          Simon Bakker ,"Kennemer Foods International, Inc. is an agribusiness company specializing in the sustainable growing, sourcing and trading of high-quality agricultural crops sourced from smallholder farmers.
"
623,Kenneth Cobonpue,http://www.kennethcobonpue.com,Endeavor Philippines ,"          Christopher Reiter ,           Kenneth Cobonpue ","Kenneth Cobonpue is a multi-awarded furniture designer and manufacturer from Cebu, Philippines, known globally for its unique designs and extensive clientele roster.
"
624,Kharabeesh,http://www.kharabeesh.com,Endeavor Jordan ,"          Mohammed Asfour ,           Wael Attili ,           Firas Al Otaibi ","Kharabeesh is a modern media company and entertainment platform for Digital Creators. 
"
625,Khazna,https://khazna.app/,Endeavor Egypt ,"          Omar Saleh ,           Omar Salah ,           Ahmed Wagueeh ,           Fatma El Shenawy ","Operating in Egypt, a country where more than one-third of its 100M+ people lack access to formal financial services, Khazna is a ‘Financial Super-App’ that aims to become the go-to financial partner for the low-to-mid-income population in the country.
"
626,KIBERNUM,https://www.linkedin.com/in/mario-araya-a3b606a/?originalSubdomain=cl,Endeavor Chile ,          Mario Araya  ,"Kibernum is an outsourcer of IT personnel.
"
627,Kinedu,https://www.kinedu.com/,Endeavor Mexico ,          Luis Garza Sada ,"Kinedu is an edtech company focused on early childhood, leveraging technology to distribute content and tools for parents wishing to improve their children’s development.
"
628,KingAgro,http://www.kingagro.com.ar/,Endeavor Argentina ,"                    Gabriel Mariani                    ,                     Guillermo Mariani                     ","King Agro designs and manufactures carbon fiber booms for a new generation of high-performance agricultural machinery that improves productivity and optimizes profitability.
"
629,Kitabisa.com,http://kitabisa.com,Endeavor Indonesia ,"          Vikra Ijas ,           Alfatih Timur ","Kitabisa is Indonesia’s first and largest crowdsourcing platform.
"
630,Knotion,https://www.knotion.com/,Endeavor Mexico ,"          Noemí Valencia ,           Noel Trainor ","Knotion’s digital education platform helps schools transition to a technology-based curriculum. 
"
